Sentence,Type
"When you're several years into your relationship, the love goggles may come off, but they're replaced by new lenses that reveal another, fuller picture of your relationship.",Visual
"For those works that are particularly rich in illustrations, the publisher may contract a picture researcher to find and license the photographs required for the work.",Visual
"The picture was soon reproduced in other national publications and became, and remains, one of the most popular symbols of the class divide in the United Kingdom.",Visual
His letters provide detailed information about an important period in Roman history and offer a vivid picture of the public and private life among the Roman governing class.,Visual
"The historian Tacitus painted an unforgettably dark picture of the early empire in his Histories and Annals, both written in the early 2nd century.",Visual
"It won the 1947 Pulitzer Prize and was twice made into a film All the King's Men in 1949 and 2006, the former winning the Academy Award for best motion picture.",Visual
"The lyrics ultimately paint a picture of dystopia, the inevitable result of a world devoid of empathy and compassion, answering the question posed in the opening lines.",Visual
"It was his first professional job as a musician, although Stewart was still living at home and working in his brother's painting and picture frame shop.",Visual
Show More Sentences,Visual
"While the introduction of sound led to a boom in the motion picture industry, it had an adverse effect on the employability of a host of Hollywood actors of the time.",Visual
This was also perhaps the first feature film anywhere to significantly explore the artistic possibilities of joining the motion picture with recorded sound.,Visual
There are many different methods for syncing music to picture.,Visual
"He set down the pictures and pulled out a minialbum. The first page was her senior picture, with her swirly handwriting documenting important events.",Visual
"The interruptions were fewer, as Gladstone gained control of the House, and in the next two hours painted a picture of Disraeli as frivolous and his budget as subversive.",Visual
"Sending a picture taken with a phonecam as MMS may be fun on occasion, but sending thousands or millions of pictures is not the work of a casual user.",Visual
"Before the 1923 Grouping Act, the picture in the UK was mixed.",Visual
I bought a mountable picture frame so I could hang it on the wall.,Visual
"The overall picture in Scotland is one of good air quality which has been getting better over the last 30 years or so, particularly in urban areas.",Visual
"In this sense, the aim of the councils was not to expand or fuel a popular need for a clearer or relevant picture of the original apostolic teaching.",Visual
"Long famed in fandom, Mr. Bloch skyrocketed to prominence in the mundane when his autobiographical novel, PSYCHO, was made into a hit motion picture.",Visual
At the end of the programme a picture entitled 'Planed' was made available as a free file download from the BBC and The Guardian websites for 48 hours.,Visual
"Burton's second and final film of the year was in the Biblical epic historical drama, The Robe, notable for being the first ever motion picture to be made in CinemaScope.",Visual
"Now years later, the picture was still in exactly the same spot.",Visual
"The articles were gathered together and published as a series of seven pamphlets, including copies of picture postcards of the revivalists that were published at the time.",Visual
"If the primary purpose of a picture is to depict an actual, specific place, especially including buildings prominently, it is called a topographical view.",Visual
"As well as attending the ceremony, he visited Buckingham Palace, where the Royal Family sat for him in order to complete the detail of the picture.",Visual
